label,0,1,2
1,0.28701459000432328,0.40396444257495651,0.30902096742072022
0,0.69853735998655109,0.19688865629972377,0.10457398371372523
0,0.3729087065248845,0.31740127597173273,0.30969001750338276
0,0.45176827160504318,0.30761313484166813,0.24061859355328871
0,0.709507194065363,0.19305823937028127,0.09743456656435559
0,0.62358824895290177,0.23301050191144501,0.14340124913565327
2,0.071821564903508342,0.4545756828721958,0.47360275222429582
1,0.13095866686318625,0.44506552002904376,0.42397581310777005
0,0.4808578934800295,0.28784214585045509,0.23129996066951541
2,0.055893691357057497,0.46667636138208546,0.47742994726085702
1,0.27101739314519679,0.37499206249548661,0.35399054435931654
0,0.51582751881150812,0.2734808890974581,0.2106915920910338
0,0.39366920915882359,0.32476386848021782,0.28156692236095854
1,0.33586319004319665,0.34722104476510046,0.31691576519170289
0,0.48997754649327618,0.28390096981325402,0.22612148369346982
1,0.29074848099084355,0.37522774753926907,0.33402377146988743
0,0.68106213247256964,0.20146471494010323,0.11747315258732706
0,0.50277349472271105,0.29157975174459072,0.20564675353269829
0,0.67895969366683451,0.19832068054297911,0.12271962579018644
0,0.5699652053085611,0.25982148334319088,0.17021331134824791
0,0.59987332490553269,0.24973576555234894,0.1503909095421184
0,0.63412457641492892,0.22734673592071991,0.1385286876643512
1,0.13471872952542924,0.46524145926145688,0.40003981121311388
1,0.32180766586297033,0.3620413434326773,0.31615099070435237
1,0.095691543406668106,0.47197983315156422,0.43232862344176765
1,0.17390024139399857,0.43519157334197595,0.39090818526402549
1,0.13901524448630434,0.43214520617073726,0.42883954934295843
1,0.15230561612680341,0.43051411686826652,0.41718026700492999
2,0.078703975819151187,0.44402720117621436,0.47726882300463452
1,0.19505029789636857,0.4396801915631714,0.36526951054046003
2,0.16069788248875136,0.41309911693172874,0.42620300057951993
2,0.0099709546201930972,0.47386652077179719,0.5161625246080096
2,0.01337875552958998,0.48364513337636111,0.50297611109404894
1,0.002209489366754116,0.52691364820331288,0.47087686242993304
2,0.01077081340493235,0.47240497959508798,0.51682420699997955
0,0.53220572282845702,0.27456734187351728,0.19322693529802581
1,0.030448566376019656,0.517861994510736,0.45168943911324433
0,0.51647488708705935,0.28582403388502781,0.19770107902791281
1,0.1872010491605304,0.42570466080362807,0.38709429003584156
0,0.61524858425527917,0.24356164558387161,0.14118977016084913
0,0.54309714832741118,0.27023724781182279,0.18666560386076603
1,0.13593293258148972,0.46167138505191041,0.40239568236659984
0,0.79559223532553081,0.1523688779825583,0.052038886691910848
0,0.8066218265575682,0.14859658245864507,0.044781590983786805
0,0.81754172261625224,0.1399656770080181,0.042492600375729564
0,0.68700037861554597,0.19055049250233097,0.1224491288821231
0,0.4341236037738444,0.33391775629771964,0.23195863992843602
0,0.56233067907604473,0.2352427355941514,0.20242658532980384
0,0.73871216751253832,0.17655177675026029,0.084736055737201374
1,0.27337143218710036,0.38555055197989863,0.34107801583300101
0,0.45151674278934084,0.28425676798025068,0.26422648923040837
0,0.64729464216408072,0.21094718285990663,0.14175817497601251
0,0.42711163226696852,0.33231852559625535,0.24056984213677615
0,0.4692494498865965,0.2996882001545651,0.2310623499588384
0,0.62662174924662861,0.23286284512163749,0.14051540563173395
0,0.42397041273743596,0.30456571341678507,0.27146387384577897
0,0.55321573110478839,0.25614552574751254,0.19063874314769907
0,0.45662683901567441,0.30534922948429444,0.23802393150003112
0,0.79809358820683596,0.14794443295995116,0.053961978833212888
0,0.49015736451645864,0.27178202062496465,0.23806061485857682
0,0.59609046805480226,0.23454202885780684,0.16936750308739076
0,0.39498490537058023,0.3371537005231719,0.26786139410624782
1,0.32461086092382013,0.36265924705376723,0.31272989202241253
0,0.62024751912805609,0.23001333796731538,0.1497391429046285
0,0.46385498112400075,0.28255417094441199,0.25359084793158732
0,0.52639092821824507,0.27654247511534996,0.197066596666405
1,0.15542317899725791,0.42816228827607977,0.41641453272666229
2,0.049203816247795559,0.44311445811577754,0.50768172563642688
0,0.4317869056682852,0.30214444286435266,0.26606865146736214
0,0.74641275766258952,0.17297615517894113,0.080611087158469347
2,0.20880409339888181,0.39489576345561789,0.39630014314550033
0,0.61056494953706719,0.23090405584337101,0.1585309946195618
1,0.014122832176501376,0.49796543533397669,0.48791173248952185
1,0.082471949826525046,0.46485947199541888,0.45266857817805611
1,0.06916783060772419,0.48801556233546795,0.44281660705680792
1,0.066054841875503867,0.47415155098165623,0.4597936071428399
2,0.21427958437024525,0.38110828310188694,0.40461213252786782
2,0.19277425650302527,0.39211784543796696,0.41510789805900772
1,0.2523524954411398,0.37632851282495766,0.37131899173390254
1,0.058752803264753684,0.47715843651311673,0.46408876022212958
1,0.22090678937206928,0.40750865344527193,0.37158455718265887
2,0.023320569262928581,0.46962067630922577,0.50705875442784576
1,0.068072922673416525,0.49692035371464449,0.43500672361193893
2,0.011539961735032401,0.47927786003912348,0.50918217822584411
1,0.090971687353521402,0.46363650852887589,0.44539180411760265
2,0.069617236684827277,0.43024693149326931,0.50013583182190335
1,0.059721084084156863,0.49583841248175825,0.44444050343408487
1,0.23020470065866616,0.38523062489425147,0.38456467444708231
0,0.48564071190825098,0.29421798062071464,0.22014130747103433
